CollectionID,LoanID,CollectionDate,AmountCollected,OutstandingBalance,CollectionStatus,Remarks
557,557,2024-08-20,5915,41113,Overdue,On time
558,558,2024-02-08,4270,61151,Full,Delayed
559,559,2024-05-20,8579,24222,Full,Pending
560,560,2024-02-14,6333,9156,Full,Pending
561,561,2024-02-06,6274,75846,Full,Delayed
562,562,2024-04-12,19063,307,Full,Pending
563,563,2024-10-25,4317,71262,Overdue,On time
564,564,2024-05-09,1425,4480,Partial,Delayed
565,565,2024-05-03,12906,6563,Full,On time
566,566,2024-02-18,16291,4751,Full,On time
567,567,2024-03-11,9530,9126,Full,Pending
568,568,2024-08-11,12303,87373,Full,On time
569,569,2024-03-23,5460,26252,Partial,Delayed
570,570,2024-08-14,14654,37891,Full,Pending
571,571,2024-01-31,18893,63696,Full,Pending
572,572,2024-03-30,18121,55136,Partial,On time
573,573,2024-01-20,3801,43747,Overdue,Pending
574,574,2024-04-17,3310,46530,Partial,On time
575,575,2024-04-30,14570,49757,Full,Pending
576,576,2024-10-22,2588,33630,Full,Delayed
577,577,2024-08-01,18987,29332,Full,Pending
578,578,2024-10-20,2255,88162,Partial,Pending
579,579,2024-07-29,12325,39174,Full,On time
580,580,2024-01-31,14738,53295,Partial,Delayed
581,581,2024-10-03,16782,67269,Overdue,On time
582,582,2024-08-01,12934,69714,Full,On time
583,583,2024-08-12,5717,30514,Full,On time
584,584,2024-09-25,13964,25820,Partial,On time
585,585,2024-07-31,1041,95078,Full,Pending
586,586,2024-04-25,11735,97850,Full,Delayed
587,587,2024-08-02,19832,1841,Partial,Delayed
588,588,2024-09-12,10133,79350,Partial,On time
589,589,2024-04-25,11820,91430,Overdue,Delayed
590,590,2024-02-09,5430,80900,Full,Pending
591,591,2024-06-05,15142,19212,Partial,Pending
592,592,2024-10-19,9564,58986,Partial,Pending
593,593,2024-01-16,4758,13699,Full,On time
594,594,2024-05-01,7491,89910,Overdue,On time
595,595,2024-06-12,6513,84582,Partial,Delayed
596,596,2024-02-06,3026,46189,Overdue,Delayed
597,597,2024-09-12,15403,94918,Full,Delayed
598,598,2024-05-09,4718,7036,Full,Delayed
599,599,2024-04-14,13065,14833,Full,Pending
600,600,2024-10-14,6896,77136,Partial,Delayed
601,601,2024-01-21,19480,87040,Partial,On time
602,602,2024-02-23,11138,42162,Full,On time
603,603,2024-01-27,10215,42785,Partial,Delayed
604,604,2024-02-06,4979,70289,Overdue,Pending
605,605,2024-08-16,14790,99560,Partial,On time
606,606,2024-01-02,3708,15274,Full,On time
607,607,2024-02-11,7192,64947,Partial,Pending
608,608,2024-07-04,9649,75966,Partial,Pending
609,609,2024-01-17,5622,11590,Overdue,Delayed
610,610,2024-07-01,3940,36626,Overdue,Pending
611,611,2024-05-20,11931,17991,Full,Pending
612,612,2024-06-06,6854,23324,Full,Delayed
613,613,2024-07-29,6129,4996,Partial,Delayed
614,614,2024-02-11,4497,9758,Full,Delayed
615,615,2024-04-12,8450,16932,Full,Pending
616,616,2024-03-02,9331,50960,Overdue,Delayed
617,617,2024-08-17,10380,27605,Full,Delayed
618,618,2024-08-05,15361,87162,Partial,Pending
619,619,2024-04-06,1571,76971,Overdue,Pending
620,620,2024-02-01,1044,58240,Overdue,Delayed
621,621,2024-05-09,6408,97466,Overdue,Pending
622,622,2024-03-06,3297,56451,Overdue,Pending
623,623,2024-03-12,1295,35272,Full,Pending
624,624,2024-09-08,18211,90862,Full,Pending
625,625,2024-08-08,7785,77584,Overdue,Delayed
626,626,2024-09-29,10070,39995,Overdue,On time
627,627,2024-02-10,13405,12308,Full,Pending
628,628,2024-09-01,7128,10209,Full,On time
629,629,2024-01-07,6832,8546,Full,Pending
630,630,2024-07-01,7910,3879,Full,On time
631,631,2024-03-25,9901,80227,Overdue,Pending
632,632,2024-10-10,11087,75280,Partial,Pending
633,633,2024-10-02,18325,5165,Partial,Delayed
634,634,2024-02-19,19607,31648,Partial,On time
635,635,2024-03-06,3305,76106,Partial,Delayed
636,636,2024-10-13,10935,48225,Full,Pending
637,637,2024-09-22,7327,9748,Overdue,Pending
638,638,2024-07-16,12779,61403,Overdue,On time
639,639,2024-04-02,3822,19946,Partial,On time
640,640,2024-06-07,11201,41356,Overdue,On time
641,641,2024-01-03,6874,78440,Partial,Pending
642,642,2024-09-21,16889,87888,Partial,Pending
643,643,2024-07-22,11482,77614,Overdue,Pending
644,644,2024-04-16,11927,81433,Overdue,On time
645,645,2024-08-11,12481,35147,Partial,Delayed
646,646,2024-10-10,16994,57216,Full,Pending
647,647,2024-03-13,5824,69228,Partial,On time
648,648,2024-07-10,3920,82993,Overdue,On time
649,649,2024-07-31,13572,17614,Full,On time
650,650,2024-04-02,9800,13217,Partial,On time
651,651,2024-01-24,4076,17841,Partial,Pending
652,652,2024-06-15,13592,83524,Overdue,Delayed
653,653,2024-03-22,13431,11812,Overdue,On time
654,654,2024-08-26,17469,58002,Partial,On time
655,655,2024-09-15,18309,34530,Overdue,Pending
656,656,2024-05-30,9687,89615,Overdue,Pending
657,657,2024-03-15,13948,92407,Full,Pending
658,658,2024-07-23,6338,24287,Overdue,On time
659,659,2024-04-23,11202,82014,Partial,Delayed
660,660,2024-05-13,15358,52409,Full,On time
661,661,2024-02-22,7468,13811,Full,Pending
662,662,2024-06-06,3709,78165,Partial,Delayed
663,663,2024-08-17,9575,65480,Full,Delayed
664,664,2024-06-08,7807,74882,Partial,Pending
665,665,2024-08-12,5489,54734,Overdue,Delayed
666,666,2024-04-21,10285,59686,Partial,On time
667,667,2024-04-14,16380,28069,Partial,Delayed
668,668,2024-04-06,9954,2027,Full,On time
669,669,2024-08-27,11456,315,Full,On time
670,670,2024-02-18,9901,53821,Overdue,Delayed
671,671,2024-10-01,10710,30043,Overdue,Pending
672,672,2024-06-12,18421,24451,Partial,Pending
673,673,2024-04-09,13492,65952,Partial,Delayed
674,674,2024-09-08,16608,29978,Partial,Delayed
675,675,2024-08-23,10853,82465,Full,Pending
676,676,2024-07-12,4902,45637,Overdue,Delayed
677,677,2024-01-01,16796,82881,Full,On time
678,678,2024-02-14,13453,50268,Partial,Delayed
679,679,2024-06-06,5218,63107,Overdue,Delayed
680,680,2024-08-17,4645,58011,Full,Delayed
681,681,2024-03-15,13930,91487,Full,Delayed
682,682,2024-10-17,9117,15215,Full,Delayed
683,683,2024-04-08,7436,60389,Overdue,Pending
684,684,2024-09-25,5468,19841,Overdue,On time
685,685,2024-02-19,7238,61413,Overdue,On time
686,686,2024-08-11,8029,66691,Partial,On time
687,687,2024-03-12,1870,67651,Overdue,On time
688,688,2024-09-05,17660,37935,Partial,Pending
689,689,2024-08-13,10453,99126,Overdue,Pending
690,690,2024-02-16,12329,39113,Partial,Delayed
691,691,2024-09-17,14615,45906,Partial,Delayed
692,692,2024-04-06,8788,43160,Overdue,Pending
693,693,2024-02-21,15689,37549,Full,Delayed
694,694,2024-10-03,5095,57753,Partial,Delayed
695,695,2024-01-16,17784,66198,Partial,Delayed
696,696,2024-03-30,16127,15528,Full,On time
697,697,2024-04-07,4029,24750,Full,Delayed
698,698,2024-10-16,6856,34725,Full,On time
699,699,2024-01-19,7107,40184,Partial,Delayed
700,700,2024-10-10,16522,14185,Overdue,Pending
701,701,2024-01-29,12634,12093,Full,On time
702,702,2024-09-22,10718,35681,Partial,Pending
703,703,2024-06-02,10734,98983,Partial,Pending
704,704,2024-02-21,8592,14975,Overdue,Delayed
705,705,2024-03-25,5679,60309,Full,Pending
706,706,2024-04-17,9377,87954,Overdue,Pending
707,707,2024-02-13,1046,127,Overdue,Delayed
708,708,2024-08-11,7865,30882,Partial,On time
709,709,2024-01-02,19313,19924,Partial,On time
710,710,2024-09-10,18681,33080,Partial,Delayed
711,711,2024-03-22,2031,18842,Partial,Pending
712,712,2024-10-05,13550,6886,Full,On time
713,713,2024-02-13,6474,44137,Overdue,Pending
714,714,2024-09-27,8374,71734,Full,Delayed
715,715,2024-01-06,679,74019,Full,Pending
716,716,2024-06-09,968,79634,Full,On time
717,717,2024-02-11,1247,77981,Partial,Pending
718,718,2024-05-12,17618,38022,Overdue,Delayed
719,719,2024-03-21,19969,26275,Partial,Pending
720,720,2024-06-22,17914,88522,Full,Delayed
721,721,2024-02-26,2629,62336,Full,On time
722,722,2024-02-27,19412,54817,Partial,Delayed
723,723,2024-10-08,18721,37743,Overdue,On time
724,724,2024-09-08,6128,93689,Full,On time
725,725,2024-02-17,16688,76096,Overdue,Pending
726,726,2024-05-23,9399,8977,Overdue,Pending
727,727,2024-05-06,5891,75787,Full,On time
728,728,2024-06-08,11755,42268,Full,Pending
729,729,2024-05-27,1234,50136,Partial,On time
730,730,2024-09-13,2627,3920,Partial,Pending
731,731,2024-07-20,4947,55932,Full,On time
732,732,2024-09-21,16782,13280,Full,On time
733,733,2024-04-16,1496,15605,Full,Delayed
734,734,2024-06-21,19439,28917,Partial,Delayed
735,735,2024-09-14,6096,34674,Partial,Delayed
736,736,2024-03-19,7478,97905,Partial,On time
737,737,2024-09-03,7197,75919,Overdue,Delayed
738,738,2024-02-26,3724,61176,Partial,Pending
739,739,2024-03-21,7141,49559,Full,On time
740,740,2024-05-31,3858,91614,Partial,Pending
741,741,2024-05-17,14723,39512,Full,Pending
742,742,2024-03-14,12924,60047,Overdue,Delayed
743,743,2024-09-15,2525,449,Overdue,On time
744,744,2024-09-14,2863,83421,Full,Delayed
745,745,2024-04-04,14204,17040,Full,Pending
746,746,2024-07-09,13438,27263,Overdue,On time
747,747,2024-07-08,10896,85475,Overdue,On time
748,748,2024-04-16,7793,38890,Overdue,Delayed
749,749,2024-06-18,4157,73757,Partial,On time
750,750,2024-01-20,18262,58100,Partial,Delayed
751,751,2024-04-07,18601,61119,Full,Pending
752,752,2024-01-02,8473,45643,Full,Pending
753,753,2024-06-17,7624,55491,Partial,Pending
754,754,2024-06-29,10103,94625,Overdue,Delayed
755,755,2024-03-02,3581,20644,Full,Pending
756,756,2024-01-24,14951,50145,Overdue,On time
757,757,2024-01-24,16292,29393,Overdue,On time
758,758,2024-10-17,518,20317,Overdue,On time
759,759,2024-06-27,1757,6271,Full,Delayed
760,760,2024-07-22,10178,91148,Full,Delayed
761,761,2024-04-22,10823,83014,Overdue,Pending
762,762,2024-03-20,7511,29602,Partial,Pending
763,763,2024-06-09,19209,17966,Overdue,Delayed
764,764,2024-02-12,1670,53811,Full,Pending
765,765,2024-04-21,16978,94467,Full,On time
766,766,2024-02-24,17062,9858,Overdue,Delayed
767,767,2024-04-20,11465,97065,Partial,On time
768,768,2024-04-18,10472,6567,Overdue,Delayed
769,769,2024-03-09,12151,55929,Full,Pending
770,770,2024-06-14,11717,15784,Full,Pending
771,771,2024-10-25,10589,42578,Partial,On time
772,772,2024-01-06,7610,39703,Full,On time
773,773,2024-07-02,8269,18587,Full,On time
774,774,2024-10-23,9521,41654,Overdue,Delayed
775,775,2024-07-24,8850,85722,Full,On time
776,776,2024-01-26,2208,58292,Partial,Pending
777,777,2024-08-15,6205,16164,Full,Pending
778,778,2024-06-25,8194,99518,Partial,On time
779,779,2024-05-15,5541,43565,Partial,Delayed
780,780,2024-04-27,19211,71665,Full,Delayed
781,781,2024-09-07,2026,93661,Overdue,On time
782,782,2024-03-28,13695,46632,Overdue,On time
783,783,2024-06-23,14566,14902,Partial,On time
784,784,2024-03-19,19366,3801,Overdue,Pending
785,785,2024-09-24,10495,62243,Partial,Pending
786,786,2024-04-17,18981,19411,Full,Pending
787,787,2024-07-04,2613,10920,Overdue,Pending
788,788,2024-05-31,15465,70330,Partial,On time
789,789,2024-04-14,4707,73910,Full,Delayed
790,790,2024-03-03,7386,21476,Overdue,On time
791,791,2024-07-05,16471,85315,Partial,On time
792,792,2024-03-26,12088,30430,Partial,Delayed
793,793,2024-06-19,7155,80331,Partial,Pending
794,794,2024-02-21,18912,82396,Partial,Pending
795,795,2024-01-07,16898,13717,Full,Pending
796,796,2024-04-01,9259,32683,Overdue,Pending
797,797,2024-09-07,14581,46581,Overdue,Pending
798,798,2024-07-07,2784,82174,Overdue,On time
799,799,2024-05-29,7516,73675,Overdue,Delayed
800,800,2024-03-26,6817,50255,Partial,Pending
801,801,2024-08-02,12699,55435,Overdue,Pending
802,802,2024-07-16,1966,32057,Full,Delayed
803,803,2024-09-06,1925,38691,Overdue,Pending
804,804,2024-02-26,6441,32070,Full,Pending
805,805,2024-02-12,6480,91261,Overdue,Delayed
806,806,2024-04-13,4603,24318,Partial,On time
807,807,2024-10-07,10230,95252,Full,Delayed
808,808,2024-05-24,1842,17119,Partial,Pending
809,809,2024-07-21,7828,21187,Overdue,Delayed
810,810,2024-04-08,10414,31628,Full,Pending
811,811,2024-09-24,8329,71847,Full,On time
812,812,2024-02-08,8630,40246,Overdue,On time
813,813,2024-04-15,587,24916,Partial,Pending
814,814,2024-09-12,2472,73221,Partial,Delayed
815,815,2024-07-19,18139,76931,Full,Delayed
816,816,2024-04-30,11080,42786,Partial,On time
817,817,2024-10-16,16870,538,Partial,Pending
818,818,2024-06-05,15651,26953,Partial,Pending
819,819,2024-01-08,858,69826,Overdue,Delayed
820,820,2024-01-25,11598,23287,Full,Pending
821,821,2024-08-08,6593,83031,Partial,On time
822,822,2024-02-11,14008,76673,Partial,Delayed
823,823,2024-04-03,6542,79000,Partial,Pending
824,824,2024-04-19,19892,50166,Full,On time
825,825,2024-04-07,9787,14382,Partial,Delayed
826,826,2024-04-04,15668,58353,Full,On time
827,827,2024-10-21,18004,45430,Overdue,Delayed
828,828,2024-09-16,12552,46363,Overdue,Delayed
829,829,2024-08-03,18038,53947,Partial,Pending
830,830,2024-08-26,1845,95562,Partial,Pending
831,831,2024-08-11,6069,86625,Partial,Delayed
832,832,2024-07-24,17514,23558,Partial,Pending
833,833,2024-03-12,12016,63933,Partial,Pending
834,834,2024-08-31,960,31421,Overdue,On time
835,835,2024-07-12,14112,12836,Partial,On time
836,836,2024-07-24,2170,78388,Partial,Pending
837,837,2024-01-02,18603,51440,Full,Delayed
838,838,2024-02-27,14365,10042,Overdue,Pending
839,839,2024-01-08,610,61517,Partial,On time
840,840,2024-05-07,17030,12478,Full,Pending
841,841,2024-10-25,701,57327,Partial,Pending
842,842,2024-09-24,17748,510,Partial,Pending
843,843,2024-10-25,6661,3373,Full,Pending
844,844,2024-08-03,4274,70475,Full,Pending
845,845,2024-06-12,19063,9577,Partial,Delayed
846,846,2024-08-08,1268,89812,Overdue,Delayed
847,847,2024-05-12,14394,743,Overdue,Pending
848,848,2024-01-01,14946,50890,Overdue,On time
849,849,2024-07-05,5559,74675,Overdue,On time
850,850,2024-03-16,13285,99551,Full,Delayed
851,851,2024-03-13,15328,80420,Full,Delayed
852,852,2024-02-12,8098,95488,Overdue,Delayed
853,853,2024-10-11,15659,36721,Full,Delayed
854,854,2024-04-28,1631,98148,Full,Pending
855,855,2024-10-06,1965,83898,Overdue,On time
856,856,2024-10-23,14230,95755,Partial,Pending
857,857,2024-06-13,8062,68962,Overdue,Pending
858,858,2024-04-07,1751,94720,Overdue,On time
859,859,2024-09-27,9883,75684,Overdue,Delayed
860,860,2024-04-15,8693,22964,Full,Pending
861,861,2024-08-15,1290,45092,Partial,Delayed
862,862,2024-03-18,552,17630,Partial,Pending
863,863,2024-09-01,16201,11052,Overdue,Delayed
864,864,2024-06-05,9947,1762,Overdue,Delayed
865,865,2024-09-17,16952,31886,Partial,Pending
866,866,2024-08-21,19428,41154,Partial,Pending
867,867,2024-08-07,6926,23054,Partial,Delayed
868,868,2024-08-07,16548,92472,Partial,Pending
869,869,2024-05-18,5491,67204,Overdue,On time
870,870,2024-02-07,2899,9105,Partial,On time
871,871,2024-05-27,16326,81173,Overdue,On time
872,872,2024-07-02,3809,4554,Full,Delayed
873,873,2024-08-30,1920,19685,Overdue,Delayed
874,874,2024-03-17,16604,58117,Overdue,On time
875,875,2024-04-05,2410,58585,Full,On time
876,876,2024-05-06,10909,41780,Partial,On time
877,877,2024-01-18,9709,73231,Full,Delayed
878,878,2024-05-10,9869,77952,Partial,On time
879,879,2024-05-18,7360,4958,Full,Delayed
880,880,2024-07-02,9277,2666,Full,Delayed
881,881,2024-10-21,9387,25515,Partial,Delayed
882,882,2024-04-03,6381,45528,Full,Pending
883,883,2024-07-25,13075,85883,Full,On time
884,884,2024-05-09,15205,96660,Partial,Delayed
885,885,2024-07-10,16999,60558,Partial,Pending
886,886,2024-03-29,3525,96141,Partial,Pending
887,887,2024-06-16,11783,35165,Partial,Pending
888,888,2024-08-06,5289,31788,Partial,Delayed
889,889,2024-01-07,19589,79312,Partial,On time
890,890,2024-09-24,11653,81508,Partial,On time
891,891,2024-01-30,1182,76910,Full,Delayed
892,892,2024-02-10,18703,73509,Partial,On time
893,893,2024-08-07,5244,17560,Partial,Delayed
894,894,2024-02-23,13253,81648,Full,Pending
895,895,2024-03-30,16764,39466,Overdue,Pending
896,896,2024-06-08,15256,98608,Partial,Pending
897,897,2024-01-18,10064,1077,Partial,Pending
898,898,2024-03-20,7756,4354,Partial,On time
899,899,2024-06-30,694,85863,Overdue,Delayed
900,900,2024-06-09,19568,94813,Overdue,Pending
901,901,2024-07-26,10204,39486,Partial,Pending
902,902,2024-10-13,3238,97266,Overdue,On time
903,903,2024-01-29,9697,22350,Partial,Pending
904,904,2024-02-09,19107,70895,Partial,Pending
905,905,2024-09-21,10004,94165,Overdue,Delayed
906,906,2024-08-01,12893,7806,Full,Pending
907,907,2024-06-20,5974,4749,Partial,Pending
908,908,2024-10-06,16022,28434,Partial,Pending
909,909,2024-02-22,7204,80972,Full,Pending
910,910,2024-03-26,14428,24950,Overdue,On time
911,911,2024-10-13,10034,37460,Overdue,On time
912,912,2024-03-24,5467,80017,Overdue,Pending
913,913,2024-03-25,1815,95382,Full,Pending
914,914,2024-05-24,17726,88748,Overdue,Pending
915,915,2024-02-07,11051,72281,Overdue,Delayed
916,916,2024-01-15,14031,1678,Partial,On time
917,917,2024-04-09,7509,40921,Full,On time
918,918,2024-01-05,17730,51275,Overdue,On time
919,919,2024-08-16,19475,41006,Partial,On time
920,920,2024-06-07,10123,63964,Full,Delayed
921,921,2024-02-16,1460,18210,Full,Pending
922,922,2024-04-18,19513,17460,Full,Pending
923,923,2024-09-06,15686,43820,Partial,Delayed
924,924,2024-08-16,530,21035,Partial,Delayed
925,925,2024-06-23,3646,77029,Overdue,Delayed
926,926,2024-03-22,10532,28745,Full,Pending
927,927,2024-02-06,6072,73467,Full,Delayed
928,928,2024-05-12,8125,27089,Partial,Delayed
929,929,2024-04-01,16403,4909,Partial,On time
930,930,2024-08-25,8727,18172,Partial,On time
931,931,2024-02-16,19320,61247,Partial,Pending
932,932,2024-02-06,11547,34148,Full,Pending
933,933,2024-04-07,5240,54367,Overdue,Pending
934,934,2024-08-20,4066,98516,Full,On time
935,935,2024-07-27,10014,1813,Overdue,Delayed
936,936,2024-10-16,9416,92678,Overdue,On time
937,937,2024-09-01,11737,14585,Full,On time
938,938,2024-10-22,13462,37299,Full,On time
939,939,2024-04-03,16268,37204,Overdue,On time
940,940,2024-01-18,7423,83382,Overdue,Pending
941,941,2024-07-03,17424,22448,Overdue,Pending
942,942,2024-09-24,6276,40261,Overdue,Pending
943,943,2024-04-17,16738,11529,Overdue,Delayed
944,944,2024-07-29,4391,44564,Partial,On time
945,945,2024-03-05,3203,14697,Partial,On time
946,946,2024-09-12,5263,63694,Full,Pending
947,947,2024-10-21,2125,84182,Overdue,Delayed
948,948,2024-09-27,11264,91486,Full,Delayed
949,949,2024-10-09,11839,41093,Partial,Delayed
950,950,2024-01-03,18654,33354,Overdue,On time
951,951,2024-07-09,19088,11911,Full,On time
952,952,2024-03-25,16539,9959,Full,Pending
953,953,2024-06-08,16634,77106,Partial,On time
954,954,2024-05-08,6545,31117,Full,Delayed
955,955,2024-02-08,10475,50368,Partial,On time
956,956,2024-02-04,18469,60629,Full,Delayed
957,957,2024-07-14,1039,70443,Partial,Delayed
958,958,2024-08-14,19524,27709,Overdue,Pending
959,959,2024-03-30,4272,31704,Partial,Pending
960,960,2024-08-11,16701,32683,Overdue,On time
961,961,2024-04-17,14445,48617,Overdue,Delayed
962,962,2024-01-01,11729,5206,Partial,On time
963,963,2024-06-14,15032,82507,Overdue,Pending
964,964,2024-09-27,17970,16023,Overdue,Pending
965,965,2024-05-15,4789,59126,Overdue,On time
966,966,2024-05-18,18421,91444,Full,On time
967,967,2024-10-19,12773,7816,Partial,Delayed
968,968,2024-06-24,6564,87409,Overdue,Delayed
969,969,2024-08-04,15340,58294,Partial,Delayed
970,970,2024-09-27,16969,79321,Overdue,Pending
971,971,2024-03-04,17464,36361,Overdue,On time
972,972,2024-01-11,10342,9417,Partial,Delayed
973,973,2024-10-13,10573,68117,Full,On time
