LoanID,ProductID,LoanAmount,LoanDate,InterestRate,LoanTerm,EmployeeID,BranchID,CustomerID,RepaymentSchedule
419,1,267366,2021-06-26,8.48,126,142,7,7948,Yearly
420,4,4150213,2020-04-26,11.26,26,198,10,7810,Monthly
421,3,202068,2021-07-13,8.33,63,195,2,7611,Yearly
422,4,1513308,2024-04-02,11.26,13,144,5,8464,Quarterly
423,8,471602,2020-09-30,7.02,222,116,4,9041,Yearly
424,8,536407,2022-07-24,7.46,133,196,7,9687,Yearly
425,6,2556027,2022-12-16,9.72,72,195,1,5313,Monthly
426,2,3894217,2023-07-25,8.71,58,164,7,4041,Quarterly
427,2,4990905,2020-01-15,11.59,173,157,7,2225,Monthly
428,2,795719,2024-09-28,7.48,101,102,7,6884,Monthly
429,8,2531202,2022-01-02,6.71,173,183,7,3165,Quarterly
430,1,3585668,2021-08-19,11.09,140,160,7,9193,Monthly
431,7,4348546,2020-12-31,7.85,62,105,4,7067,Quarterly
432,5,3571230,2024-07-05,10.72,163,199,10,6643,Monthly
433,2,78781,2020-10-24,7.56,40,150,7,4905,Quarterly
434,6,1805941,2023-01-29,11.29,34,181,10,4761,Monthly
435,8,1442530,2024-08-03,9.36,133,175,3,7643,Quarterly
436,5,2709973,2024-04-25,9.35,207,145,6,3756,Quarterly
437,4,4154644,2021-11-12,8.15,128,148,6,6115,Yearly
438,7,2042952,2023-12-13,8.72,234,166,7,2355,Monthly
439,2,1676797,2021-10-08,10.92,138,127,4,1033,Quarterly
440,2,1334562,2022-05-08,7.15,95,181,9,5853,Quarterly
441,7,655601,2020-06-13,11.92,177,163,4,4338,Monthly
442,2,941506,2021-08-24,10.42,80,196,9,6584,Yearly
443,6,260993,2020-12-16,7.95,15,170,10,2490,Monthly
444,6,1808758,2021-04-08,8.47,100,116,2,4407,Quarterly
445,8,3103967,2024-01-13,11.37,231,118,2,1422,Yearly
446,8,981558,2024-03-25,9.09,232,165,1,3335,Yearly
447,4,1067343,2021-07-01,7.09,113,176,1,8758,Monthly
448,2,1066039,2021-05-11,9.56,121,147,10,3720,Yearly
449,2,3119974,2020-05-13,11.77,87,125,6,8331,Yearly
450,8,3891486,2020-06-16,9.96,18,168,3,4740,Yearly
451,1,1655842,2023-02-05,7.46,206,166,5,3090,Monthly
452,3,3506525,2022-06-04,10.67,216,164,7,1051,Yearly
453,5,3603703,2021-10-13,10.07,93,187,6,3479,Quarterly
454,5,4629213,2023-09-12,9.19,225,140,8,6572,Quarterly
455,1,4717846,2022-02-20,11.4,35,112,2,8138,Yearly
456,3,336517,2022-11-04,9.33,173,106,4,3808,Quarterly
457,1,2641229,2023-11-08,7.59,85,148,5,1422,Yearly
458,8,2812594,2020-05-14,7.64,78,148,3,1980,Monthly
459,4,3237437,2020-11-20,9.11,67,105,6,7798,Quarterly
460,4,3983338,2020-06-11,7.47,142,127,7,8612,Yearly
461,6,1213182,2024-07-27,8.47,216,163,7,3109,Yearly
462,4,4969239,2021-06-30,11,108,119,5,7225,Yearly
463,2,2597485,2021-05-06,10.7,90,110,2,3564,Yearly
464,3,2983050,2020-03-31,11.57,227,126,3,6931,Monthly
465,8,3712716,2024-02-16,8.37,19,171,4,8710,Quarterly
466,5,3670952,2024-05-18,8.89,121,134,10,1705,Monthly
467,8,1370050,2020-12-26,9.67,56,136,8,5876,Monthly
468,4,999402,2020-08-08,6.76,176,147,7,5981,Quarterly
469,3,909868,2022-01-01,9.67,20,101,8,3575,Quarterly
470,2,4641743,2023-10-14,6.54,23,160,5,4571,Yearly
471,3,3312333,2022-10-09,11.12,114,188,8,4944,Yearly
472,3,621306,2023-07-25,10.17,35,143,1,1425,Yearly
473,4,3281791,2021-09-09,10.46,210,136,5,3690,Monthly
474,7,3153928,2022-10-08,7.11,75,153,8,8796,Yearly
475,8,4534960,2021-12-15,7.58,64,176,4,6115,Yearly
476,1,4312205,2020-12-08,8.01,107,183,8,9550,Monthly
477,3,329655,2022-10-10,10.13,43,197,1,2046,Yearly
478,4,4409808,2021-12-08,8.93,104,198,10,5243,Quarterly
479,2,2526863,2020-10-31,7.32,105,131,7,5008,Quarterly
480,4,4511907,2022-01-06,10.03,12,193,10,8653,Yearly
481,1,889787,2023-07-05,6.52,73,188,8,6573,Yearly
482,2,4097771,2021-09-13,9.12,233,144,4,6779,Quarterly
483,4,3572308,2023-03-12,10.57,38,171,4,5321,Quarterly
484,8,3588452,2021-11-16,8.24,228,184,8,6620,Quarterly
485,4,2627359,2020-08-16,7.46,169,170,2,4795,Yearly
486,7,4913003,2024-01-03,9.9,66,175,8,9033,Monthly
487,6,3623887,2024-02-14,6.78,217,116,1,6820,Quarterly
488,4,3496329,2020-06-17,9.21,222,152,10,6095,Quarterly
489,6,2815829,2023-09-16,6.57,209,113,6,5715,Yearly
490,6,1688999,2021-03-26,10.42,69,195,8,1792,Quarterly
491,1,206041,2021-11-02,8.97,188,126,2,9321,Quarterly
492,4,4762589,2023-11-14,7.03,163,174,3,4512,Quarterly
493,3,2440599,2021-07-07,10.15,28,193,6,7732,Yearly
494,6,1948903,2023-04-18,11.54,70,107,4,3797,Quarterly
495,3,1840844,2023-03-06,9.55,214,193,6,8233,Yearly
496,2,2838914,2021-02-27,9.25,157,159,3,3822,Monthly
497,5,4257906,2023-11-23,9.62,217,108,1,2106,Quarterly
498,8,271373,2021-08-26,7.8,142,114,10,5715,Yearly
499,6,4361375,2023-01-19,11.35,205,173,6,9102,Yearly
500,8,2235722,2022-04-17,7.37,148,132,8,2467,Monthly
501,8,56238,2021-09-20,6.77,207,107,4,8464,Yearly
502,3,513332,2022-11-09,11.74,185,188,10,4201,Yearly
503,8,3874487,2021-01-30,6.57,227,158,3,6095,Quarterly
504,2,4066762,2020-04-09,10.65,117,187,1,8254,Monthly
505,8,4158024,2020-07-04,6.62,142,184,1,2314,Quarterly
506,3,3102006,2022-05-21,6.52,132,153,3,7120,Yearly
507,1,545526,2021-02-28,10.48,115,108,10,8587,Monthly
508,2,1170037,2020-12-11,10.92,82,122,1,9572,Quarterly
509,4,3005899,2023-12-17,6.99,233,153,1,8102,Quarterly
510,8,304921,2023-11-25,11.13,231,152,5,3118,Yearly
511,8,3780267,2023-07-23,11.98,184,179,7,8731,Yearly
512,7,544323,2021-06-15,10.16,198,100,7,7131,Yearly
513,6,1012972,2022-12-03,8.86,50,134,10,8828,Monthly
514,4,68285,2021-11-14,7.81,29,165,4,3090,Monthly
515,7,4542535,2022-07-06,11.42,33,187,4,9145,Quarterly
516,7,1589760,2021-05-02,8.61,15,165,1,7273,Yearly
517,8,4003225,2021-06-11,9.02,56,154,8,7731,Yearly
518,5,3348399,2024-09-13,8.98,29,148,9,7508,Quarterly
519,4,596604,2021-12-14,10.9,108,137,3,8044,Yearly
520,7,4466543,2020-09-25,9.29,59,146,9,7120,Quarterly
521,8,4044230,2023-07-03,8.32,202,165,6,2046,Monthly
522,7,4204214,2024-06-09,7.09,190,163,4,7149,Monthly
523,3,4029257,2024-02-28,11.39,192,153,9,3760,Quarterly
524,5,4774176,2021-11-03,6.86,208,101,8,6323,Quarterly
525,2,1406184,2024-01-11,8.11,145,148,8,9145,Monthly
526,5,805181,2023-12-08,7.23,205,185,2,1669,Quarterly
527,6,3153091,2022-05-17,7.88,231,144,6,6777,Yearly
528,2,1682114,2020-02-15,9.04,216,142,8,2193,Yearly
529,5,534658,2023-08-23,11.56,168,128,10,4027,Monthly
530,4,626947,2022-02-05,11.64,139,115,1,2185,Quarterly
531,4,2377389,2022-02-08,10.55,132,186,4,3650,Yearly
532,2,3463428,2022-10-13,6.85,162,141,1,1651,Monthly
533,4,601381,2023-09-11,7.43,103,148,5,6620,Monthly
534,4,2498585,2021-11-21,7.46,120,162,8,8480,Quarterly
535,1,323134,2021-04-07,7.74,164,122,7,9126,Yearly
536,5,3350457,2020-01-16,9.87,164,146,8,3221,Yearly
537,6,640203,2023-07-21,10.56,151,110,7,3808,Quarterly
538,7,2437799,2020-05-17,10.36,239,192,10,7672,Yearly
539,3,573303,2020-05-04,7.53,223,185,8,2185,Yearly
540,2,3557975,2024-01-02,7.2,110,176,9,5252,Quarterly
541,7,4988019,2024-04-15,10.26,100,150,7,4094,Monthly
542,7,1905544,2020-04-14,11.53,145,121,3,7269,Monthly
543,6,2134308,2023-08-15,11.74,103,169,10,4026,Yearly
544,6,2042678,2024-07-08,8.01,234,139,10,8702,Quarterly
545,8,3296425,2023-05-10,8.66,32,155,4,9039,Yearly
546,8,3878467,2024-01-29,6.55,127,195,5,1033,Monthly
547,2,2733148,2020-10-31,10.78,176,144,10,3756,Yearly
548,7,1659088,2023-11-06,10.13,222,194,9,7960,Monthly
549,3,3404000,2024-03-18,9.57,30,139,2,5321,Monthly
550,2,1252493,2022-01-17,11.59,174,195,10,2843,Monthly
551,4,1776965,2020-09-15,6.67,72,199,4,2353,Monthly
552,1,684980,2024-10-01,8.03,226,143,6,6568,Quarterly
553,7,1431362,2020-02-08,7.26,132,190,7,1943,Yearly
554,6,4897920,2023-06-17,7.14,13,126,2,8820,Quarterly
555,7,3593251,2021-11-08,8.67,59,150,6,4791,Yearly
556,4,3346958,2021-02-16,7.71,203,199,10,7696,Monthly
557,8,2198621,2023-01-18,10.55,230,163,2,5839,Monthly
558,8,1589142,2022-07-07,6.69,71,102,1,6250,Monthly
559,5,773959,2022-01-12,7.42,177,174,8,8820,Yearly
560,2,4926809,2020-10-08,11.48,130,130,1,3163,Yearly
561,4,1965162,2020-02-19,11.39,180,113,4,4740,Monthly
562,7,3616752,2024-01-30,11.78,166,133,8,3140,Yearly
563,6,2129752,2022-08-05,10.29,193,180,1,9957,Yearly
564,3,761815,2021-05-17,9.13,47,129,10,3185,Monthly
565,3,1991440,2023-11-27,7.82,58,180,1,1492,Monthly
566,7,1150805,2020-03-16,8,205,195,4,1441,Monthly
567,3,4326983,2023-11-14,11.59,230,130,7,8796,Yearly
568,3,4817244,2023-12-11,7.74,157,150,2,8254,Quarterly
569,3,4610997,2021-03-06,8.75,107,144,8,3645,Monthly
570,5,2510004,2023-06-13,9.34,47,150,2,7960,Yearly
571,3,4549359,2021-07-28,11.69,171,136,4,4332,Monthly
572,4,651383,2023-02-24,11.33,171,186,2,9132,Quarterly
573,1,4222617,2023-12-13,10.27,34,167,4,4654,Monthly
574,5,2460539,2020-01-05,10.37,185,198,4,9448,Monthly
575,5,4109418,2020-08-07,8.17,57,185,7,9967,Quarterly
576,3,2877875,2023-04-10,9.04,144,143,9,7594,Monthly
577,3,2794365,2022-10-31,9.48,209,101,5,2069,Monthly
578,3,4383247,2024-07-07,6.66,167,112,3,7367,Yearly
579,4,1987313,2020-04-11,8.3,24,157,5,8579,Monthly
580,6,4335966,2022-07-10,10.71,181,130,9,6683,Yearly
581,2,985891,2023-08-16,6.94,59,161,5,6706,Monthly
582,2,88585,2022-04-18,7.74,18,144,8,3528,Monthly
583,2,738194,2024-08-12,9.01,89,197,6,6601,Yearly
584,2,1729619,2021-10-05,7.11,14,178,4,5619,Monthly
585,1,4699841,2020-09-08,6.81,148,134,8,4377,Monthly
586,6,1318526,2022-11-08,11.02,19,133,8,6019,Monthly
587,7,434805,2020-06-19,9.89,94,182,3,8334,Yearly
588,2,4941645,2024-05-18,7.31,83,176,5,6638,Yearly
589,8,2761205,2023-02-04,11.82,132,142,3,7805,Quarterly
590,5,2565008,2020-06-09,11.82,211,168,4,9512,Quarterly
591,1,2997365,2020-12-10,10.45,28,104,6,9578,Quarterly
592,1,1676786,2023-04-04,11.77,132,133,8,7281,Monthly
593,2,3636985,2023-02-09,11.4,171,120,6,5991,Monthly
594,2,2774778,2023-12-16,8.44,107,156,9,8484,Quarterly
595,8,2377487,2020-05-06,10.15,21,181,6,4380,Quarterly
596,1,3115555,2023-02-09,11.98,137,197,10,7181,Yearly
597,1,2621039,2023-02-12,9.75,238,173,4,7452,Quarterly
598,1,4319168,2021-06-28,11.66,210,131,2,5316,Yearly
599,3,2613744,2024-10-02,7.82,121,185,1,9302,Monthly
600,3,1082458,2020-07-27,10.05,189,190,9,8267,Monthly
601,1,2538946,2024-10-08,10.46,28,192,9,1638,Monthly
602,3,1155307,2021-09-28,6.69,34,185,6,5749,Yearly
603,4,1168009,2021-03-06,11.5,42,168,10,6323,Quarterly
604,5,1089625,2022-11-06,11.16,122,116,3,7556,Monthly
605,1,2353588,2022-01-11,9.38,231,104,6,7470,Monthly
606,5,1932075,2024-08-03,9.47,223,145,7,7617,Yearly
607,7,2106317,2020-12-18,7.63,205,158,3,2105,Monthly
608,3,1530270,2024-01-26,10.84,134,128,7,1937,Quarterly
609,8,1522405,2021-10-13,11.96,61,134,5,4783,Yearly
610,5,1652782,2021-12-01,10.62,75,145,8,5632,Yearly
611,4,2097009,2022-09-22,8.65,134,174,8,2010,Yearly
612,5,1767170,2022-12-31,11.83,178,164,1,8102,Monthly
613,1,2539353,2022-04-10,10.32,140,142,8,2353,Quarterly
614,5,3071458,2024-04-13,9.78,114,190,5,4654,Yearly
615,3,2406943,2023-08-06,11.37,215,110,7,8653,Quarterly
616,5,1095343,2022-05-11,8.34,19,117,7,2823,Yearly
617,5,860300,2020-06-18,7.21,88,178,8,6999,Yearly
618,4,4403105,2020-07-15,9.04,157,192,6,4909,Monthly
619,2,3938349,2023-03-04,11.02,132,182,3,9310,Yearly
620,8,1803992,2022-12-08,9.95,100,178,5,6661,Yearly
621,5,4771103,2023-11-06,9.23,177,136,4,1912,Yearly
622,5,214530,2024-02-19,7.25,89,135,6,5868,Quarterly
623,5,4800442,2024-04-06,11.88,183,140,5,1625,Quarterly
624,2,3003727,2024-06-24,10.59,27,125,3,9700,Monthly
625,2,2513026,2021-01-16,9.38,182,176,10,8722,Yearly
626,7,3002239,2023-12-31,11.83,237,174,10,5935,Yearly
627,3,2436937,2024-07-10,10.52,12,186,5,6337,Quarterly
628,4,1527250,2024-07-13,8.32,187,109,1,5824,Quarterly
629,1,711473,2022-06-27,7.39,61,186,8,5651,Quarterly
630,6,1532519,2023-11-05,9.23,203,177,9,1638,Monthly
631,8,1463579,2023-02-17,7.29,224,136,3,9469,Yearly
632,8,1723384,2020-07-22,8.33,187,110,4,8887,Quarterly
633,6,4853345,2021-08-08,10.81,13,143,9,6052,Monthly
634,1,1041786,2023-11-23,8.41,144,102,7,7783,Monthly
635,6,1326767,2020-09-28,7.67,87,151,3,6473,Quarterly
636,2,3340149,2020-09-06,8.51,232,150,3,7696,Yearly
637,4,626873,2023-04-28,11.65,94,188,7,8238,Monthly
638,8,249030,2021-07-09,9,106,199,5,7798,Quarterly
639,2,2732325,2022-06-14,7.13,167,134,9,8464,Yearly
640,8,4705000,2020-08-27,8.29,111,148,9,8977,Yearly
641,5,2506472,2020-12-05,11.62,222,108,9,4183,Monthly
642,8,1555840,2021-05-26,10.89,63,122,6,6011,Yearly
643,2,650336,2022-05-07,6.57,190,172,10,2823,Monthly
644,5,3869409,2020-12-14,11.37,152,188,4,3556,Monthly
645,1,4948436,2021-04-04,9.17,197,125,1,4931,Yearly
646,5,2699355,2024-03-22,8.31,204,196,7,2720,Yearly
647,1,4646460,2021-04-12,9.16,96,157,1,6880,Yearly
648,6,4051861,2021-09-26,10.86,42,146,2,2924,Yearly
649,8,1170696,2024-06-05,9.7,98,165,5,8208,Yearly
650,7,360872,2020-03-11,8.16,25,185,3,6584,Yearly
651,4,868280,2022-06-29,10.06,194,138,9,9618,Quarterly
652,5,92908,2023-07-18,10.59,237,110,10,6231,Yearly
653,7,2032589,2024-08-09,8.63,123,156,7,7960,Yearly
654,2,3354834,2021-02-14,11.61,174,177,1,2119,Yearly
655,5,4855347,2024-01-12,10.83,210,154,7,6337,Monthly
656,6,4298628,2022-12-13,10.98,196,100,1,5380,Quarterly
657,1,2675226,2023-07-29,11.04,66,144,7,8563,Yearly
658,7,1385456,2023-10-11,7.49,50,171,4,7921,Monthly
659,7,3259988,2020-03-07,11.25,50,106,5,3118,Quarterly
660,2,626946,2022-06-24,6.59,181,188,3,4249,Quarterly
661,4,2026059,2021-08-10,8.95,44,126,6,8283,Yearly
662,3,1361988,2020-07-14,6.73,216,198,1,4277,Monthly
663,5,595225,2020-03-09,11.52,102,176,9,9628,Monthly
664,1,2295259,2021-12-22,9.61,124,159,9,1274,Quarterly
665,1,1169389,2024-06-02,6.97,124,123,4,8157,Quarterly
666,8,696851,2022-11-09,7.75,148,158,9,6867,Yearly
667,4,1317561,2023-07-03,11.46,151,173,3,8121,Monthly
668,6,3849322,2022-12-01,7.77,109,198,3,5079,Monthly
669,8,541655,2022-10-10,9.57,187,154,9,7749,Monthly
670,1,2021481,2024-02-19,11.16,63,142,7,6055,Monthly
671,8,473999,2024-07-05,8.31,215,199,4,8087,Quarterly
672,2,916266,2024-08-31,9.02,128,195,5,3887,Quarterly
673,2,3643469,2023-10-15,9.63,79,135,10,8283,Yearly
674,8,3598936,2023-11-23,8.37,23,166,6,5110,Quarterly
675,3,708710,2022-08-02,9.55,139,126,5,7701,Yearly
676,3,2893724,2021-02-13,10.92,113,113,1,5868,Yearly
677,6,3514810,2022-08-10,8.32,41,199,10,7199,Yearly
678,1,4352849,2021-06-17,10.04,12,192,10,7749,Yearly
679,4,1082441,2022-03-18,11.38,37,170,2,9623,Monthly
680,4,4353523,2021-12-05,8.05,171,189,2,2572,Yearly
681,7,288831,2024-02-13,9.48,233,123,4,3318,Yearly
682,6,4831579,2023-03-01,10.44,212,155,4,6762,Monthly
683,6,3695885,2022-06-14,8.77,70,127,5,4338,Yearly
684,7,3349079,2020-05-27,11.15,15,125,7,4788,Yearly
685,4,1945407,2021-04-05,8.64,126,124,10,9621,Monthly
686,8,2607883,2023-01-02,10.71,174,145,10,5227,Quarterly
687,4,1319647,2022-06-02,6.74,74,191,8,7885,Quarterly
688,8,2419165,2023-11-17,10.75,96,151,3,5839,Quarterly
689,4,3842117,2021-05-31,9.27,14,195,10,5386,Monthly
690,4,4330661,2021-05-14,8.86,75,113,3,7281,Yearly
691,6,2807663,2024-07-21,9.98,134,190,4,8135,Yearly
692,8,3640592,2022-06-05,11.72,63,134,4,7753,Yearly
693,4,908636,2021-07-20,11.27,21,121,5,7960,Monthly
694,3,3245147,2021-06-28,10.8,178,128,4,5621,Monthly
695,1,2448931,2021-04-21,8.97,167,170,8,1540,Quarterly
696,4,4576091,2021-05-16,8.14,157,158,2,3659,Monthly
697,5,653670,2022-01-09,10.23,159,191,3,6337,Monthly
698,8,1949397,2020-12-29,9.26,121,123,6,9838,Quarterly
699,8,2592582,2020-05-07,9.04,145,191,10,3672,Yearly
700,8,1678890,2022-09-10,10.2,177,188,2,3625,Monthly
701,1,2187188,2021-01-27,11.02,176,121,4,8356,Monthly
702,4,1998486,2023-10-01,9.68,234,110,4,5115,Yearly
703,2,4528631,2022-03-20,11.6,84,101,5,3124,Yearly
704,6,3715528,2023-02-22,7.92,209,128,8,3185,Yearly
705,8,2076120,2021-07-27,10.33,157,111,7,7960,Yearly
706,3,1093610,2021-09-29,11.14,117,143,6,5824,Monthly
707,3,4380431,2024-10-13,10.11,229,105,10,2893,Yearly
708,2,3967796,2020-04-17,8.34,125,115,6,5797,Monthly
709,4,3567211,2022-09-11,10.08,54,139,7,4543,Quarterly
710,5,1416749,2022-12-04,7.64,219,134,7,3117,Monthly
711,3,4769533,2021-04-04,10.47,69,199,9,8480,Quarterly
712,2,3849253,2023-03-04,9.96,160,105,4,3760,Quarterly
713,8,2281969,2023-10-25,10.42,47,180,4,3042,Yearly
714,8,4608179,2024-08-04,11.7,233,118,3,5535,Yearly
715,6,1454190,2021-05-20,10.38,203,197,4,3318,Yearly
716,7,1454868,2024-07-15,8.56,119,165,10,6052,Yearly
717,4,3368775,2022-07-25,8.67,149,178,2,1520,Quarterly
718,2,2706212,2021-01-12,6.86,215,170,3,1201,Monthly
719,6,3409892,2020-03-18,10.01,197,102,5,2353,Quarterly
720,6,1796952,2023-06-10,11.3,105,123,6,5956,Yearly
721,3,1490178,2024-03-31,11.07,58,116,1,3409,Yearly
722,8,3373529,2021-03-27,9.07,68,116,10,3738,Monthly
723,8,4470987,2023-11-24,11.44,45,124,7,6552,Yearly
724,6,2349127,2022-09-21,11.1,110,152,9,6186,Quarterly
725,8,2874559,2021-04-29,11.01,146,112,5,8824,Quarterly
726,7,2749346,2020-01-14,8.63,101,122,1,1398,Quarterly
727,7,2336635,2024-08-23,11.27,97,194,2,6023,Quarterly
728,5,4842640,2024-04-25,11.85,58,149,5,5248,Monthly
729,7,3413976,2022-10-26,6.53,215,115,3,6019,Yearly
730,5,4513213,2022-07-07,10.38,187,174,1,6566,Monthly
731,7,3546999,2024-01-12,9.28,12,145,3,9890,Yearly
732,1,3001740,2022-06-19,6.52,169,172,8,4785,Quarterly
733,1,588666,2021-04-01,9.94,33,154,2,6231,Monthly
734,6,2118976,2024-10-22,6.83,213,154,2,7731,Monthly
735,8,4121636,2023-10-05,8.43,181,133,10,6231,Quarterly
736,4,4015072,2022-11-18,6.87,126,191,2,2385,Yearly
737,5,2753977,2020-12-14,9.66,226,141,7,1441,Quarterly
738,1,82746,2024-01-28,10.49,158,160,6,5535,Yearly
739,7,303261,2020-05-04,7.89,157,144,1,3528,Yearly
740,7,235350,2021-03-09,7.84,58,108,5,4475,Quarterly
741,5,4568912,2024-09-07,9.45,44,114,3,7563,Yearly
742,3,1094762,2020-12-29,9.56,34,197,8,9321,Quarterly
743,5,365811,2022-08-15,6.96,65,160,6,4740,Quarterly
744,3,2176227,2020-03-18,11.45,237,116,2,5958,Quarterly
745,7,4327842,2023-06-01,8.51,66,174,8,4454,Quarterly
746,2,2934316,2021-11-15,9.86,228,109,3,1669,Monthly
747,4,372050,2023-10-17,7.05,126,136,6,7328,Monthly
748,5,2017743,2023-01-15,9.14,220,161,6,4637,Monthly
749,1,3004513,2020-10-14,11.08,98,198,2,4476,Yearly
750,6,4972392,2022-10-10,9.9,184,186,6,6240,Quarterly
751,4,2213638,2020-06-19,7.57,57,181,6,9419,Yearly
752,6,3743613,2021-08-29,11.33,35,123,1,7805,Yearly
753,5,3288598,2024-06-23,6.8,35,198,3,4786,Monthly
754,2,2189844,2021-11-21,11.5,55,151,9,9331,Monthly
755,6,4062849,2022-05-13,8.81,13,153,2,4740,Monthly
756,6,1020130,2021-08-31,9.66,194,112,2,2970,Quarterly
757,2,3311671,2020-03-11,11.53,109,149,4,6340,Quarterly
758,1,104186,2020-09-16,10.44,188,186,10,3954,Yearly
759,7,1348482,2024-07-30,8.26,33,117,2,1063,Yearly
760,4,4936324,2023-10-15,9.16,187,143,8,9890,Quarterly
761,4,4344367,2020-09-28,7.31,231,106,8,3678,Quarterly
762,1,3182610,2024-05-09,6.82,77,108,9,5978,Quarterly
763,3,1297825,2023-05-10,8.27,228,142,1,7223,Monthly
764,8,3694431,2021-08-27,7.83,13,189,5,7363,Monthly
765,7,3256948,2024-03-03,10.3,102,124,8,2204,Monthly
766,2,3730082,2022-09-14,9.58,78,160,6,9147,Monthly
767,8,1478369,2024-05-08,6.61,95,162,7,9290,Monthly
768,5,1959287,2020-06-23,8.61,25,127,7,6839,Yearly
769,2,103897,2023-01-26,8.94,229,176,8,2012,Monthly
770,5,4433386,2023-05-20,9.73,167,181,5,2101,Yearly
771,3,4627240,2021-04-04,11.99,236,184,6,8238,Monthly
772,4,1629841,2023-08-21,9.54,67,151,1,7243,Monthly
773,6,1444315,2023-02-22,8.8,67,168,4,6186,Quarterly
774,4,408758,2023-04-14,11.42,164,127,3,8510,Yearly
775,1,4779246,2023-03-04,9.5,21,122,4,3887,Quarterly
776,8,1897026,2020-02-07,11.28,169,122,1,2970,Yearly
777,8,4472214,2022-06-03,7.69,162,117,4,4174,Quarterly
778,3,923173,2022-12-07,7.64,225,123,9,9966,Monthly
779,6,2112595,2022-12-27,8.81,109,120,4,4512,Yearly
780,8,3938117,2022-08-15,7.98,209,146,9,3703,Yearly
781,3,1048359,2023-10-16,11.56,218,182,9,2314,Yearly
782,8,2673218,2024-10-09,7,200,187,3,7611,Yearly
783,2,91434,2020-09-29,11.69,189,189,4,8265,Quarterly
784,4,4987379,2021-11-01,8.82,120,152,3,9472,Yearly
785,3,1997038,2023-10-12,10.1,74,156,3,9557,Quarterly
786,7,4050687,2023-07-15,9.56,104,127,2,8339,Yearly
787,1,849563,2023-10-06,8.36,97,166,2,3883,Quarterly
788,1,664182,2022-06-15,11.82,148,145,10,9890,Yearly
789,8,358242,2021-05-23,8.71,232,149,8,2828,Monthly
790,7,2032382,2023-08-09,7.76,175,155,5,4512,Monthly
791,6,2860102,2023-07-10,10.13,85,122,2,7149,Quarterly
792,2,4240495,2021-03-09,8.89,232,181,6,5316,Yearly
793,2,4450405,2020-09-24,11.22,27,143,10,4934,Yearly
794,8,279616,2021-03-22,11.45,158,109,6,2589,Monthly
795,2,3675157,2021-10-07,11.57,96,159,6,4039,Monthly
796,7,171207,2022-07-31,10.8,182,182,8,1540,Monthly
797,6,4378394,2024-01-14,10.83,145,103,8,2014,Monthly
798,2,3314145,2024-06-20,8.18,185,106,1,3082,Quarterly
799,4,2267135,2022-11-08,7.43,89,129,6,3221,Yearly
800,1,4314113,2020-07-24,7.28,183,115,2,3894,Yearly
801,3,3390570,2023-03-13,10.46,16,150,5,6556,Yearly
802,1,3246830,2020-10-01,9.6,199,148,8,6322,Quarterly
803,1,434451,2020-01-21,7.17,240,181,10,4552,Quarterly
804,4,4111461,2023-06-26,11.21,171,176,9,5174,Monthly
805,4,3651622,2022-04-29,11.61,150,192,3,8710,Monthly
806,5,1688773,2023-07-11,11.76,204,182,5,7771,Quarterly
807,6,4617117,2021-06-27,10.8,207,185,1,7363,Monthly
808,5,347035,2024-09-22,8.39,239,131,3,6742,Monthly
809,8,4029544,2023-12-06,6.55,12,105,4,6554,Quarterly
810,1,3645896,2021-03-01,11.24,32,170,8,7330,Monthly
811,1,3288767,2021-09-11,10.73,129,104,7,6323,Quarterly
812,7,4232451,2021-07-31,9.48,214,120,1,6609,Yearly
813,3,1098378,2023-04-01,10.75,88,147,4,9277,Yearly
814,4,298828,2022-06-18,8.24,29,116,4,1351,Yearly
815,7,2073639,2024-09-16,8.33,19,110,5,9641,Yearly
816,1,3696199,2024-03-04,6.95,63,173,6,2355,Yearly
817,6,2681759,2020-05-11,10.51,176,166,2,2119,Monthly
818,1,1308617,2022-07-27,9.72,116,137,3,8827,Yearly
819,2,75806,2022-08-02,9.8,200,100,9,8609,Yearly
820,4,648280,2024-03-15,9.19,165,198,10,5931,Yearly
821,4,3789668,2024-10-03,11.85,144,179,1,3556,Quarterly
822,4,1834046,2023-12-10,10.4,48,112,10,8466,Monthly
823,5,980217,2021-11-28,8.16,19,149,3,3911,Monthly
824,8,2261039,2020-03-24,9.61,99,149,1,6944,Yearly
825,3,2495396,2020-01-08,8.37,51,174,3,1541,Monthly
826,7,2432419,2021-04-23,10.58,173,109,6,9417,Yearly
827,7,4336954,2022-03-27,6.62,149,187,6,9116,Yearly
828,7,3818194,2022-07-21,8.83,160,153,4,7915,Monthly
829,8,562688,2024-01-08,9.95,138,114,3,4709,Yearly
830,5,1585085,2021-01-20,11.97,100,151,2,5305,Yearly
831,3,919577,2022-06-12,7.1,33,140,8,2627,Yearly
832,4,960368,2023-07-20,10.22,93,132,10,6115,Monthly
833,1,3210194,2021-07-11,7.27,113,161,3,1175,Yearly
